temp,i,j,"a[i,j]" 
1.1199999999999999,34,26,-1
1.1199999999999999,34,27,1
1.1199999999999999,34,28,1
1.1199999999999999,34,29,-1
1.1199999999999999,34,30,1
1.1199999999999999,34,31,1
1.1199999999999999,34,32,-1
1.1199999999999999,34,33,1
1.1199999999999999,34,34,1
1.1199999999999999,34,35,1
1.1199999999999999,34,36,1
1.1199999999999999,34,37,1
1.1199999999999999,34,38,-1
1.1199999999999999,34,39,1
1.1199999999999999,34,40,-1
1.1199999999999999,34,41,-1
1.1199999999999999,34,42,1
1.1199999999999999,34,43,-1
1.1199999999999999,34,44,1
1.1199999999999999,34,45,1
1.1199999999999999,34,46,-1
1.1199999999999999,34,47,1
1.1199999999999999,34,48,1
1.1199999999999999,34,49,-1
1.1199999999999999,35,0,-1
1.1199999999999999,35,1,-1
1.1199999999999999,35,2,1
1.1199999999999999,35,3,-1
1.1199999999999999,35,4,-1
1.1199999999999999,35,5,1
1.1199999999999999,35,6,-1
1.1199999999999999,35,7,-1
1.1199999999999999,35,8,-1
1.1199999999999999,35,9,1
1.1199999999999999,35,10,-1
1.1199999999999999,35,11,1
1.1199999999999999,35,12,1
1.1199999999999999,35,13,1
1.1199999999999999,35,14,1
1.1199999999999999,35,15,1
1.1199999999999999,35,16,1
1.1199999999999999,35,17,1
1.1199999999999999,35,18,1
1.1199999999999999,35,19,1
1.1199999999999999,35,20,-1
1.1199999999999999,35,21,1
1.1199999999999999,35,22,-1
1.1199999999999999,35,23,1
1.1199999999999999,35,24,-1
1.1199999999999999,35,25,1
1.1199999999999999,35,26,1
1.1199999999999999,35,27,1
1.1199999999999999,35,28,1
1.1199999999999999,35,29,1
1.1199999999999999,35,30,1
1.1199999999999999,35,31,1
1.1199999999999999,35,32,-1
1.1199999999999999,35,33,-1
1.1199999999999999,35,34,-1
1.1199999999999999,35,35,-1
1.1199999999999999,35,36,1
1.1199999999999999,35,37,1
1.1199999999999999,35,38,1
1.1199999999999999,35,39,1
1.1199999999999999,35,40,1
1.1199999999999999,35,41,1
1.1199999999999999,35,42,1
1.1199999999999999,35,43,1
1.1199999999999999,35,44,-1
1.1199999999999999,35,45,-1
1.1199999999999999,35,46,-1
1.1199999999999999,35,47,-1
1.1199999999999999,35,48,1
1.1199999999999999,35,49,1
1.1199999999999999,36,0,-1
1.1199999999999999,36,1,-1
1.1199999999999999,36,2,1
1.1199999999999999,36,3,-1
1.1199999999999999,36,4,-1
1.1199999999999999,36,5,-1
1.1199999999999999,36,6,1
1.1199999999999999,36,7,1
1.1199999999999999,36,8,1
1.1199999999999999,36,9,1
1.1199999999999999,36,10,-1
1.1199999999999999,36,11,-1
1.1199999999999999,36,12,-1
1.1199999999999999,36,13,-1
1.1199999999999999,36,14,-1
1.1199999999999999,36,15,-1
1.1199999999999999,36,16,-1
1.1199999999999999,36,17,-1
1.1199999999999999,36,18,-1
1.1199999999999999,36,19,1
1.1199999999999999,36,20,1
1.1199999999999999,36,21,-1
1.1199999999999999,36,22,1
1.1199999999999999,36,23,1
1.1199999999999999,36,24,1
1.1199999999999999,36,25,1
1.1199999999999999,36,26,1
1.1199999999999999,36,27,-1
1.1199999999999999,36,28,-1
1.1199999999999999,36,29,1
1.1199999999999999,36,30,1
1.1199999999999999,36,31,1
1.1199999999999999,36,32,-1
1.1199999999999999,36,33,-1
1.1199999999999999,36,34,-1
1.1199999999999999,36,35,1
1.1199999999999999,36,36,-1
1.1199999999999999,36,37,-1
1.1199999999999999,36,38,1
1.1199999999999999,36,39,1
1.1199999999999999,36,40,1
1.1199999999999999,36,41,1
1.1199999999999999,36,42,-1
1.1199999999999999,36,43,-1
1.1199999999999999,36,44,-1
1.1199999999999999,36,45,-1
1.1199999999999999,36,46,1
1.1199999999999999,36,47,1
1.1199999999999999,36,48,1
1.1199999999999999,36,49,-1
1.1199999999999999,37,0,1
1.1199999999999999,37,1,1
1.1199999999999999,37,2,1
1.1199999999999999,37,3,-1
1.1199999999999999,37,4,-1
1.1199999999999999,37,5,-1
1.1199999999999999,37,6,1
1.1199999999999999,37,7,1
1.1199999999999999,37,8,1
1.1199999999999999,37,9,-1
1.1199999999999999,37,10,-1
1.1199999999999999,37,11,-1
1.1199999999999999,37,12,-1
1.1199999999999999,37,13,-1
1.1199999999999999,37,14,-1
1.1199999999999999,37,15,1
1.1199999999999999,37,16,-1
1.1199999999999999,37,17,1
1.1199999999999999,37,18,-1
1.1199999999999999,37,19,1
1.1199999999999999,37,20,-1
1.1199999999999999,37,21,-1
1.1199999999999999,37,22,-1
1.1199999999999999,37,23,-1
1.1199999999999999,37,24,-1
1.1199999999999999,37,25,1
1.1199999999999999,37,26,1
1.1199999999999999,37,27,1
1.1199999999999999,37,28,-1
1.1199999999999999,37,29,1
1.1199999999999999,37,30,-1
1.1199999999999999,37,31,1
1.1199999999999999,37,32,-1
1.1199999999999999,37,33,1
1.1199999999999999,37,34,-1
1.1199999999999999,37,35,-1
1.1199999999999999,37,36,-1
1.1199999999999999,37,37,-1
1.1199999999999999,37,38,-1
1.1199999999999999,37,39,-1
1.1199999999999999,37,40,-1
1.1199999999999999,37,41,1
1.1199999999999999,37,42,-1
1.1199999999999999,37,43,1
1.1199999999999999,37,44,-1
1.1199999999999999,37,45,-1
1.1199999999999999,37,46,-1
1.1199999999999999,37,47,1
1.1199999999999999,37,48,1
1.1199999999999999,37,49,1
1.1199999999999999,38,0,-1
1.1199999999999999,38,1,-1
1.1199999999999999,38,2,1
1.1199999999999999,38,3,1
1.1199999999999999,38,4,1
1.1199999999999999,38,5,-1
1.1199999999999999,38,6,1
1.1199999999999999,38,7,1
1.1199999999999999,38,8,1
1.1199999999999999,38,9,-1
1.1199999999999999,38,10,-1
1.1199999999999999,38,11,-1
1.1199999999999999,38,12,1
1.1199999999999999,38,13,1
1.1199999999999999,38,14,-1
1.1199999999999999,38,15,1
1.1199999999999999,38,16,-1
1.1199999999999999,38,17,-1
1.1199999999999999,38,18,1
1.1199999999999999,38,19,1
1.1199999999999999,38,20,1
1.1199999999999999,38,21,1
1.1199999999999999,38,22,-1
1.1199999999999999,38,23,-1
1.1199999999999999,38,24,-1
1.1199999999999999,38,25,1
1.1199999999999999,38,26,1
1.1199999999999999,38,27,-1
1.1199999999999999,38,28,-1
1.1199999999999999,38,29,-1
1.1199999999999999,38,30,1
1.1199999999999999,38,31,1
1.1199999999999999,38,32,-1
1.1199999999999999,38,33,-1
1.1199999999999999,38,34,-1
1.1199999999999999,38,35,-1
1.1199999999999999,38,36,1
1.1199999999999999,38,37,-1
1.1199999999999999,38,38,-1
1.1199999999999999,38,39,-1
1.1199999999999999,38,40,1
1.1199999999999999,38,41,-1
1.1199999999999999,38,42,-1
1.1199999999999999,38,43,1
1.1199999999999999,38,44,1
1.1199999999999999,38,45,-1
1.1199999999999999,38,46,1
1.1199999999999999,38,47,1
1.1199999999999999,38,48,1
1.1199999999999999,38,49,-1
1.1199999999999999,39,0,-1
1.1199999999999999,39,1,1
1.1199999999999999,39,2,1
1.1199999999999999,39,3,1
1.1199999999999999,39,4,1
1.1199999999999999,39,5,-1
1.1199999999999999,39,6,1
1.1199999999999999,39,7,-1
1.1199999999999999,39,8,-1
1.1199999999999999,39,9,-1
1.1199999999999999,39,10,-1
1.1199999999999999,39,11,1
1.1199999999999999,39,12,-1
1.1199999999999999,39,13,1
1.1199999999999999,39,14,1
1.1199999999999999,39,15,-1
1.1199999999999999,39,16,1
1.1199999999999999,39,17,1
1.1199999999999999,39,18,1
1.1199999999999999,39,19,1
1.1199999999999999,39,20,1
1.1199999999999999,39,21,1
1.1199999999999999,39,22,1
1.1199999999999999,39,23,-1
1.1199999999999999,39,24,-1
1.1199999999999999,39,25,-1
1.1199999999999999,39,26,1
1.1199999999999999,39,27,1
1.1199999999999999,39,28,1
1.1199999999999999,39,29,-1
1.1199999999999999,39,30,1
1.1199999999999999,39,31,1
1.1199999999999999,39,32,1
1.1199999999999999,39,33,-1
1.1199999999999999,39,34,-1
1.1199999999999999,39,35,1
1.1199999999999999,39,36,-1
1.1199999999999999,39,37,-1
1.1199999999999999,39,38,-1
1.1199999999999999,39,39,1
1.1199999999999999,39,40,-1
1.1199999999999999,39,41,-1
1.1199999999999999,39,42,-1
1.1199999999999999,39,43,-1
1.1199999999999999,39,44,-1
1.1199999999999999,39,45,-1
1.1199999999999999,39,46,1
1.1199999999999999,39,47,-1
1.1199999999999999,39,48,-1
1.1199999999999999,39,49,1
1.1199999999999999,40,0,1
1.1199999999999999,40,1,1
1.1199999999999999,40,2,1
1.1199999999999999,40,3,1
1.1199999999999999,40,4,1
1.1199999999999999,40,5,-1
1.1199999999999999,40,6,1
1.1199999999999999,40,7,-1
1.1199999999999999,40,8,-1
1.1199999999999999,40,9,1
1.1199999999999999,40,10,-1
1.1199999999999999,40,11,-1
1.1199999999999999,40,12,-1
1.1199999999999999,40,13,-1
1.1199999999999999,40,14,1
1.1199999999999999,40,15,1
1.1199999999999999,40,16,1
1.1199999999999999,40,17,1
1.1199999999999999,40,18,1
1.1199999999999999,40,19,1
1.1199999999999999,40,20,1
1.1199999999999999,40,21,-1
1.1199999999999999,40,22,1
1.1199999999999999,40,23,-1
1.1199999999999999,40,24,-1
1.1199999999999999,40,25,-1
1.1199999999999999,40,26,1
1.1199999999999999,40,27,-1
1.1199999999999999,40,28,-1
1.1199999999999999,40,29,-1
1.1199999999999999,40,30,-1
1.1199999999999999,40,31,1
1.1199999999999999,40,32,-1
1.1199999999999999,40,33,-1
1.1199999999999999,40,34,-1
1.1199999999999999,40,35,-1
1.1199999999999999,40,36,-1
1.1199999999999999,40,37,-1
1.1199999999999999,40,38,1
1.1199999999999999,40,39,-1
1.1199999999999999,40,40,1
1.1199999999999999,40,41,-1
1.1199999999999999,40,42,1
1.1199999999999999,40,43,1
1.1199999999999999,40,44,1
1.1199999999999999,40,45,-1
1.1199999999999999,40,46,-1
1.1199999999999999,40,47,-1
1.1199999999999999,40,48,-1
1.1199999999999999,40,49,-1
1.1199999999999999,41,0,1
1.1199999999999999,41,1,1
1.1199999999999999,41,2,-1
1.1199999999999999,41,3,-1
1.1199999999999999,41,4,-1
1.1199999999999999,41,5,1
1.1199999999999999,41,6,1
1.1199999999999999,41,7,-1
1.1199999999999999,41,8,-1
1.1199999999999999,41,9,1
1.1199999999999999,41,10,1
1.1199999999999999,41,11,-1
1.1199999999999999,41,12,-1
1.1199999999999999,41,13,-1
1.1199999999999999,41,14,1
1.1199999999999999,41,15,1
1.1199999999999999,41,16,1
1.1199999999999999,41,17,1
1.1199999999999999,41,18,1
1.1199999999999999,41,19,-1
1.1199999999999999,41,20,-1
1.1199999999999999,41,21,-1
1.1199999999999999,41,22,-1
1.1199999999999999,41,23,1
1.1199999999999999,41,24,-1
1.1199999999999999,41,25,1
1.1199999999999999,41,26,-1
1.1199999999999999,41,27,-1
1.1199999999999999,41,28,-1
1.1199999999999999,41,29,1
1.1199999999999999,41,30,-1
1.1199999999999999,41,31,1
1.1199999999999999,41,32,-1
1.1199999999999999,41,33,-1
1.1199999999999999,41,34,-1
1.1199999999999999,41,35,-1
1.1199999999999999,41,36,-1
1.1199999999999999,41,37,1
1.1199999999999999,41,38,1
1.1199999999999999,41,39,1
1.1199999999999999,41,40,1
1.1199999999999999,41,41,1
1.1199999999999999,41,42,1
1.1199999999999999,41,43,-1
1.1199999999999999,41,44,1
1.1199999999999999,41,45,1
1.1199999999999999,41,46,-1
1.1199999999999999,41,47,-1
1.1199999999999999,41,48,1
1.1199999999999999,41,49,1
1.1199999999999999,42,0,1
1.1199999999999999,42,1,-1
1.1199999999999999,42,2,1
1.1199999999999999,42,3,-1
1.1199999999999999,42,4,-1
1.1199999999999999,42,5,1
1.1199999999999999,42,6,-1
1.1199999999999999,42,7,-1
1.1199999999999999,42,8,1
1.1199999999999999,42,9,1
1.1199999999999999,42,10,1
1.1199999999999999,42,11,-1
1.1199999999999999,42,12,-1
1.1199999999999999,42,13,1
1.1199999999999999,42,14,1
1.1199999999999999,42,15,-1
1.1199999999999999,42,16,-1
1.1199999999999999,42,17,-1
1.1199999999999999,42,18,-1
1.1199999999999999,42,19,-1
1.1199999999999999,42,20,1
1.1199999999999999,42,21,-1
1.1199999999999999,42,22,-1
1.1199999999999999,42,23,1
1.1199999999999999,42,24,1
1.1199999999999999,42,25,1
1.1199999999999999,42,26,-1
1.1199999999999999,42,27,1
1.1199999999999999,42,28,-1
1.1199999999999999,42,29,-1
1.1199999999999999,42,30,1
1.1199999999999999,42,31,-1
1.1199999999999999,42,32,-1
1.1199999999999999,42,33,1
1.1199999999999999,42,34,1
1.1199999999999999,42,35,-1
1.1199999999999999,42,36,-1
1.1199999999999999,42,37,-1
1.1199999999999999,42,38,1
1.1199999999999999,42,39,1
1.1199999999999999,42,40,1
1.1199999999999999,42,41,1
1.1199999999999999,42,42,-1
1.1199999999999999,42,43,-1
1.1199999999999999,42,44,1
1.1199999999999999,42,45,1
1.1199999999999999,42,46,-1
1.1199999999999999,42,47,-1
1.1199999999999999,42,48,-1
1.1199999999999999,42,49,-1
1.1199999999999999,43,0,-1
1.1199999999999999,43,1,1
1.1199999999999999,43,2,-1
1.1199999999999999,43,3,-1
1.1199999999999999,43,4,-1
1.1199999999999999,43,5,-1
1.1199999999999999,43,6,-1
1.1199999999999999,43,7,-1
1.1199999999999999,43,8,-1
1.1199999999999999,43,9,-1
1.1199999999999999,43,10,-1
1.1199999999999999,43,11,-1
1.1199999999999999,43,12,-1
1.1199999999999999,43,13,-1
1.1199999999999999,43,14,1
1.1199999999999999,43,15,1
1.1199999999999999,43,16,1
1.1199999999999999,43,17,1
1.1199999999999999,43,18,-1
1.1199999999999999,43,19,-1
1.1199999999999999,43,20,-1
1.1199999999999999,43,21,1
1.1199999999999999,43,22,-1
1.1199999999999999,43,23,1
1.1199999999999999,43,24,-1
1.1199999999999999,43,25,1
1.1199999999999999,43,26,1
1.1199999999999999,43,27,1
1.1199999999999999,43,28,1
1.1199999999999999,43,29,-1
1.1199999999999999,43,30,-1
1.1199999999999999,43,31,-1
1.1199999999999999,43,32,-1
1.1199999999999999,43,33,-1
1.1199999999999999,43,34,-1
1.1199999999999999,43,35,1
1.1199999999999999,43,36,-1
1.1199999999999999,43,37,-1
1.1199999999999999,43,38,-1
1.1199999999999999,43,39,1
1.1199999999999999,43,40,1
1.1199999999999999,43,41,-1
1.1199999999999999,43,42,1
1.1199999999999999,43,43,1
1.1199999999999999,43,44,-1
1.1199999999999999,43,45,-1
1.1199999999999999,43,46,-1
1.1199999999999999,43,47,1
1.1199999999999999,43,48,-1
1.1199999999999999,43,49,1
1.1199999999999999,44,0,-1
1.1199999999999999,44,1,-1
1.1199999999999999,44,2,-1
1.1199999999999999,44,3,-1
1.1199999999999999,44,4,-1
1.1199999999999999,44,5,1
1.1199999999999999,44,6,1
1.1199999999999999,44,7,1
1.1199999999999999,44,8,-1
1.1199999999999999,44,9,-1
1.1199999999999999,44,10,1
1.1199999999999999,44,11,-1
1.1199999999999999,44,12,1
1.1199999999999999,44,13,-1
1.1199999999999999,44,14,-1
1.1199999999999999,44,15,1
1.1199999999999999,44,16,-1
1.1199999999999999,44,17,1
1.1199999999999999,44,18,1
1.1199999999999999,44,19,-1
1.1199999999999999,44,20,-1
1.1199999999999999,44,21,1
1.1199999999999999,44,22,-1
1.1199999999999999,44,23,-1
1.1199999999999999,44,24,-1
1.1199999999999999,44,25,1
1.1199999999999999,44,26,1
1.1199999999999999,44,27,1
1.1199999999999999,44,28,1
1.1199999999999999,44,29,-1
1.1199999999999999,44,30,1
1.1199999999999999,44,31,1
1.1199999999999999,44,32,1
1.1199999999999999,44,33,-1
1.1199999999999999,44,34,-1
1.1199999999999999,44,35,1
1.1199999999999999,44,36,1
1.1199999999999999,44,37,1
1.1199999999999999,44,38,1
1.1199999999999999,44,39,1
1.1199999999999999,44,40,1
1.1199999999999999,44,41,-1
1.1199999999999999,44,42,1
1.1199999999999999,44,43,1
1.1199999999999999,44,44,-1
1.1199999999999999,44,45,1
1.1199999999999999,44,46,-1
1.1199999999999999,44,47,-1
1.1199999999999999,44,48,-1
1.1199999999999999,44,49,-1
1.1199999999999999,45,0,1
1.1199999999999999,45,1,-1
1.1199999999999999,45,2,1
1.1199999999999999,45,3,1
1.1199999999999999,45,4,1
1.1199999999999999,45,5,-1
1.1199999999999999,45,6,-1
1.1199999999999999,45,7,1
1.1199999999999999,45,8,1
1.1199999999999999,45,9,1
1.1199999999999999,45,10,1
1.1199999999999999,45,11,-1
1.1199999999999999,45,12,-1
1.1199999999999999,45,13,-1
1.1199999999999999,45,14,1
1.1199999999999999,45,15,1
1.1199999999999999,45,16,-1
1.1199999999999999,45,17,-1
1.1199999999999999,45,18,1
1.1199999999999999,45,19,-1
1.1199999999999999,45,20,1
1.1199999999999999,45,21,1
1.1199999999999999,45,22,-1
1.1199999999999999,45,23,1
1.1199999999999999,45,24,1
1.1199999999999999,45,25,1
1.1199999999999999,45,26,1
1.1199999999999999,45,27,1
1.1199999999999999,45,28,-1
1.1199999999999999,45,29,-1
1.1199999999999999,45,30,-1
1.1199999999999999,45,31,1
1.1199999999999999,45,32,-1
1.1199999999999999,45,33,-1
1.1199999999999999,45,34,-1
1.1199999999999999,45,35,1
1.1199999999999999,45,36,-1
1.1199999999999999,45,37,1
1.1199999999999999,45,38,1
1.1199999999999999,45,39,-1
1.1199999999999999,45,40,-1
1.1199999999999999,45,41,1
1.1199999999999999,45,42,1
1.1199999999999999,45,43,-1
1.1199999999999999,45,44,-1
1.1199999999999999,45,45,1
1.1199999999999999,45,46,-1
1.1199999999999999,45,47,-1
1.1199999999999999,45,48,1
1.1199999999999999,45,49,1
1.1199999999999999,46,0,1
1.1199999999999999,46,1,1
1.1199999999999999,46,2,-1
1.1199999999999999,46,3,-1
1.1199999999999999,46,4,1
1.1199999999999999,46,5,-1
1.1199999999999999,46,6,1
1.1199999999999999,46,7,1
1.1199999999999999,46,8,1
1.1199999999999999,46,9,1
1.1199999999999999,46,10,1
1.1199999999999999,46,11,1
1.1199999999999999,46,12,-1
1.1199999999999999,46,13,-1
1.1199999999999999,46,14,1
1.1199999999999999,46,15,-1
1.1199999999999999,46,16,1
1.1199999999999999,46,17,-1
1.1199999999999999,46,18,-1
1.1199999999999999,46,19,-1
1.1199999999999999,46,20,-1
1.1199999999999999,46,21,1
1.1199999999999999,46,22,1
1.1199999999999999,46,23,1
1.1199999999999999,46,24,-1
1.1199999999999999,46,25,-1
1.1199999999999999,46,26,-1
1.1199999999999999,46,27,-1
1.1199999999999999,46,28,-1
1.1199999999999999,46,29,-1
1.1199999999999999,46,30,-1
1.1199999999999999,46,31,-1
1.1199999999999999,46,32,1
1.1199999999999999,46,33,-1
1.1199999999999999,46,34,-1
1.1199999999999999,46,35,-1
1.1199999999999999,46,36,-1
1.1199999999999999,46,37,1
1.1199999999999999,46,38,1
1.1199999999999999,46,39,1
1.1199999999999999,46,40,-1
1.1199999999999999,46,41,1
1.1199999999999999,46,42,1
1.1199999999999999,46,43,-1
1.1199999999999999,46,44,-1
1.1199999999999999,46,45,-1
1.1199999999999999,46,46,-1
1.1199999999999999,46,47,1
1.1199999999999999,46,48,-1
1.1199999999999999,46,49,-1
1.1199999999999999,47,0,1
1.1199999999999999,47,1,1
1.1199999999999999,47,2,1
1.1199999999999999,47,3,1
1.1199999999999999,47,4,-1
1.1199999999999999,47,5,-1
1.1199999999999999,47,6,1
1.1199999999999999,47,7,-1
1.1199999999999999,47,8,-1
1.1199999999999999,47,9,-1
1.1199999999999999,47,10,-1
1.1199999999999999,47,11,1
1.1199999999999999,47,12,1
1.1199999999999999,47,13,1
1.1199999999999999,47,14,1
1.1199999999999999,47,15,-1
1.1199999999999999,47,16,-1
1.1199999999999999,47,17,-1
1.1199999999999999,47,18,1
1.1199999999999999,47,19,1
1.1199999999999999,47,20,-1
1.1199999999999999,47,21,-1
1.1199999999999999,47,22,-1
1.1199999999999999,47,23,1
1.1199999999999999,47,24,-1
1.1199999999999999,47,25,-1
1.1199999999999999,47,26,-1
1.1199999999999999,47,27,1
1.1199999999999999,47,28,-1
1.1199999999999999,47,29,1
1.1199999999999999,47,30,-1
1.1199999999999999,47,31,-1
1.1199999999999999,47,32,-1
1.1199999999999999,47,33,-1
1.1199999999999999,47,34,-1
1.1199999999999999,47,35,-1
1.1199999999999999,47,36,-1
1.1199999999999999,47,37,1
1.1199999999999999,47,38,-1
1.1199999999999999,47,39,1
1.1199999999999999,47,40,-1
1.1199999999999999,47,41,1
1.1199999999999999,47,42,1
1.1199999999999999,47,43,-1
1.1199999999999999,47,44,1
1.1199999999999999,47,45,-1
1.1199999999999999,47,46,-1
1.1199999999999999,47,47,1
1.1199999999999999,47,48,1
1.1199999999999999,47,49,1
1.1199999999999999,48,0,1
1.1199999999999999,48,1,1
1.1199999999999999,48,2,1
1.1199999999999999,48,3,1
1.1199999999999999,48,4,1
1.1199999999999999,48,5,1
1.1199999999999999,48,6,1
1.1199999999999999,48,7,-1
1.1199999999999999,48,8,-1
1.1199999999999999,48,9,1
1.1199999999999999,48,10,-1
1.1199999999999999,48,11,-1
1.1199999999999999,48,12,1
1.1199999999999999,48,13,1
1.1199999999999999,48,14,1
1.1199999999999999,48,15,-1
1.1199999999999999,48,16,-1
1.1199999999999999,48,17,-1
1.1199999999999999,48,18,1
1.1199999999999999,48,19,1
1.1199999999999999,48,20,1
1.1199999999999999,48,21,-1
1.1199999999999999,48,22,-1
1.1199999999999999,48,23,1
1.1199999999999999,48,24,-1
1.1199999999999999,48,25,-1
1.1199999999999999,48,26,1
1.1199999999999999,48,27,1
1.1199999999999999,48,28,-1
1.1199999999999999,48,29,1
1.1199999999999999,48,30,-1
1.1199999999999999,48,31,1
1.1199999999999999,48,32,1
1.1199999999999999,48,33,-1
1.1199999999999999,48,34,-1
1.1199999999999999,48,35,-1
1.1199999999999999,48,36,-1
1.1199999999999999,48,37,-1
1.1199999999999999,48,38,-1
1.1199999999999999,48,39,1
1.1199999999999999,48,40,1
1.1199999999999999,48,41,1
1.1199999999999999,48,42,-1
1.1199999999999999,48,43,-1
1.1199999999999999,48,44,1
1.1199999999999999,48,45,1
1.1199999999999999,48,46,-1
1.1199999999999999,48,47,-1
1.1199999999999999,48,48,1
1.1199999999999999,48,49,-1
1.1199999999999999,49,0,-1
1.1199999999999999,49,1,1
1.1199999999999999,49,2,-1
1.1199999999999999,49,3,1
1.1199999999999999,49,4,-1
1.1199999999999999,49,5,1
1.1199999999999999,49,6,-1
1.1199999999999999,49,7,1
1.1199999999999999,49,8,-1
1.1199999999999999,49,9,1
1.1199999999999999,49,10,-1
1.1199999999999999,49,11,-1
1.1199999999999999,49,12,-1
1.1199999999999999,49,13,1
1.1199999999999999,49,14,-1
1.1199999999999999,49,15,1
1.1199999999999999,49,16,-1
1.1199999999999999,49,17,1
1.1199999999999999,49,18,-1
1.1199999999999999,49,19,1
1.1199999999999999,49,20,-1
1.1199999999999999,49,21,1
1.1199999999999999,49,22,-1
1.1199999999999999,49,23,1
1.1199999999999999,49,24,-1
1.1199999999999999,49,25,1
1.1199999999999999,49,26,-1
1.1199999999999999,49,27,1
1.1199999999999999,49,28,-1
1.1199999999999999,49,29,1
1.1199999999999999,49,30,-1
1.1199999999999999,49,31,1
1.1199999999999999,49,32,-1
1.1199999999999999,49,33,1
1.1199999999999999,49,34,-1
1.1199999999999999,49,35,1
1.1199999999999999,49,36,-1
1.1199999999999999,49,37,1
1.1199999999999999,49,38,1
1.1199999999999999,49,39,1
1.1199999999999999,49,40,-1
1.1199999999999999,49,41,1
1.1199999999999999,49,42,-1
1.1199999999999999,49,43,1
1.1199999999999999,49,44,-1
1.1199999999999999,49,45,1
1.1199999999999999,49,46,-1
1.1199999999999999,49,47,1
1.1199999999999999,49,48,-1
1.1199999999999999,49,49,1
1.0199999999999998,0,0,1
1.0199999999999998,0,1,-1
1.0199999999999998,0,2,-1
1.0199999999999998,0,3,1
1.0199999999999998,0,4,-1
1.0199999999999998,0,5,-1
1.0199999999999998,0,6,-1
1.0199999999999998,0,7,-1
1.0199999999999998,0,8,-1
1.0199999999999998,0,9,-1
1.0199999999999998,0,10,-1
1.0199999999999998,0,11,-1
1.0199999999999998,0,12,-1
1.0199999999999998,0,13,-1
1.0199999999999998,0,14,-1
1.0199999999999998,0,15,-1
1.0199999999999998,0,16,-1
1.0199999999999998,0,17,1
1.0199999999999998,0,18,1
1.0199999999999998,0,19,1
1.0199999999999998,0,20,1
1.0199999999999998,0,21,-1
1.0199999999999998,0,22,-1
1.0199999999999998,0,23,1
1.0199999999999998,0,24,-1
1.0199999999999998,0,25,1
1.0199999999999998,0,26,-1
1.0199999999999998,0,27,-1
1.0199999999999998,0,28,-1
1.0199999999999998,0,29,1
1.0199999999999998,0,30,-1
1.0199999999999998,0,31,-1
1.0199999999999998,0,32,1
1.0199999999999998,0,33,1
1.0199999999999998,0,34,-1
1.0199999999999998,0,35,1
1.0199999999999998,0,36,1
1.0199999999999998,0,37,-1
1.0199999999999998,0,38,-1
1.0199999999999998,0,39,1
1.0199999999999998,0,40,1
1.0199999999999998,0,41,-1
1.0199999999999998,0,42,-1
1.0199999999999998,0,43,-1
1.0199999999999998,0,44,1
1.0199999999999998,0,45,1
1.0199999999999998,0,46,-1
1.0199999999999998,0,47,-1
1.0199999999999998,0,48,1
1.0199999999999998,0,49,-1
1.0199999999999998,1,0,1
1.0199999999999998,1,1,-1
1.0199999999999998,1,2,1
1.0199999999999998,1,3,1
1.0199999999999998,1,4,-1
1.0199999999999998,1,5,1
1.0199999999999998,1,6,-1
1.0199999999999998,1,7,-1
1.0199999999999998,1,8,-1
1.0199999999999998,1,9,-1
1.0199999999999998,1,10,-1
1.0199999999999998,1,11,-1
1.0199999999999998,1,12,1
1.0199999999999998,1,13,1
1.0199999999999998,1,14,1
1.0199999999999998,1,15,-1
1.0199999999999998,1,16,-1
1.0199999999999998,1,17,-1
1.0199999999999998,1,18,-1
1.0199999999999998,1,19,1
1.0199999999999998,1,20,-1
1.0199999999999998,1,21,-1
1.0199999999999998,1,22,1
1.0199999999999998,1,23,1
1.0199999999999998,1,24,1
1.0199999999999998,1,25,1
1.0199999999999998,1,26,1
1.0199999999999998,1,27,-1
1.0199999999999998,1,28,-1
1.0199999999999998,1,29,1
1.0199999999999998,1,30,-1
1.0199999999999998,1,31,1
1.0199999999999998,1,32,-1
1.0199999999999998,1,33,-1
1.0199999999999998,1,34,-1
1.0199999999999998,1,35,-1
1.0199999999999998,1,36,-1
1.0199999999999998,1,37,-1
1.0199999999999998,1,38,1
1.0199999999999998,1,39,1
1.0199999999999998,1,40,-1
1.0199999999999998,1,41,-1
1.0199999999999998,1,42,-1
1.0199999999999998,1,43,-1
1.0199999999999998,1,44,1
1.0199999999999998,1,45,-1
1.0199999999999998,1,46,-1
1.0199999999999998,1,47,-1
1.0199999999999998,1,48,-1
1.0199999999999998,1,49,1
1.0199999999999998,2,0,1
1.0199999999999998,2,1,1
1.0199999999999998,2,2,1
1.0199999999999998,2,3,1
1.0199999999999998,2,4,-1
1.0199999999999998,2,5,-1
1.0199999999999998,2,6,-1
1.0199999999999998,2,7,-1
1.0199999999999998,2,8,1
1.0199999999999998,2,9,-1
1.0199999999999998,2,10,-1
1.0199999999999998,2,11,-1
1.0199999999999998,2,12,1
1.0199999999999998,2,13,1
1.0199999999999998,2,14,1
1.0199999999999998,2,15,1
1.0199999999999998,2,16,1
1.0199999999999998,2,17,1
1.0199999999999998,2,18,1
1.0199999999999998,2,19,1
1.0199999999999998,2,20,-1
1.0199999999999998,2,21,-1
1.0199999999999998,2,22,1
1.0199999999999998,2,23,-1
1.0199999999999998,2,24,-1
1.0199999999999998,2,25,-1
