temp,i,j,"a[i,j]" 
1.0199999999999998,2,26,-1
1.0199999999999998,2,27,-1
1.0199999999999998,2,28,-1
1.0199999999999998,2,29,-1
1.0199999999999998,2,30,1
1.0199999999999998,2,31,-1
1.0199999999999998,2,32,-1
1.0199999999999998,2,33,1
1.0199999999999998,2,34,1
1.0199999999999998,2,35,-1
1.0199999999999998,2,36,1
1.0199999999999998,2,37,1
1.0199999999999998,2,38,1
1.0199999999999998,2,39,1
1.0199999999999998,2,40,1
1.0199999999999998,2,41,1
1.0199999999999998,2,42,1
1.0199999999999998,2,43,-1
1.0199999999999998,2,44,1
1.0199999999999998,2,45,1
1.0199999999999998,2,46,-1
1.0199999999999998,2,47,-1
1.0199999999999998,2,48,-1
1.0199999999999998,2,49,-1
1.0199999999999998,3,0,1
1.0199999999999998,3,1,1
1.0199999999999998,3,2,1
1.0199999999999998,3,3,-1
1.0199999999999998,3,4,-1
1.0199999999999998,3,5,1
1.0199999999999998,3,6,1
1.0199999999999998,3,7,1
1.0199999999999998,3,8,-1
1.0199999999999998,3,9,-1
1.0199999999999998,3,10,-1
1.0199999999999998,3,11,-1
1.0199999999999998,3,12,-1
1.0199999999999998,3,13,-1
1.0199999999999998,3,14,-1
1.0199999999999998,3,15,-1
1.0199999999999998,3,16,-1
1.0199999999999998,3,17,-1
1.0199999999999998,3,18,-1
1.0199999999999998,3,19,-1
1.0199999999999998,3,20,-1
1.0199999999999998,3,21,1
1.0199999999999998,3,22,1
1.0199999999999998,3,23,-1
1.0199999999999998,3,24,-1
1.0199999999999998,3,25,1
1.0199999999999998,3,26,-1
1.0199999999999998,3,27,-1
1.0199999999999998,3,28,-1
1.0199999999999998,3,29,1
1.0199999999999998,3,30,1
1.0199999999999998,3,31,-1
1.0199999999999998,3,32,1
1.0199999999999998,3,33,1
1.0199999999999998,3,34,1
1.0199999999999998,3,35,-1
1.0199999999999998,3,36,1
1.0199999999999998,3,37,1
1.0199999999999998,3,38,1
1.0199999999999998,3,39,1
1.0199999999999998,3,40,1
1.0199999999999998,3,41,1
1.0199999999999998,3,42,-1
1.0199999999999998,3,43,-1
1.0199999999999998,3,44,-1
1.0199999999999998,3,45,1
1.0199999999999998,3,46,-1
1.0199999999999998,3,47,1
1.0199999999999998,3,48,-1
1.0199999999999998,3,49,1
1.0199999999999998,4,0,1
1.0199999999999998,4,1,1
1.0199999999999998,4,2,-1
1.0199999999999998,4,3,-1
1.0199999999999998,4,4,-1
1.0199999999999998,4,5,-1
1.0199999999999998,4,6,1
1.0199999999999998,4,7,1
1.0199999999999998,4,8,-1
1.0199999999999998,4,9,-1
1.0199999999999998,4,10,-1
1.0199999999999998,4,11,-1
1.0199999999999998,4,12,1
1.0199999999999998,4,13,1
1.0199999999999998,4,14,1
1.0199999999999998,4,15,1
1.0199999999999998,4,16,1
1.0199999999999998,4,17,-1
1.0199999999999998,4,18,-1
1.0199999999999998,4,19,1
1.0199999999999998,4,20,-1
1.0199999999999998,4,21,1
1.0199999999999998,4,22,1
1.0199999999999998,4,23,1
1.0199999999999998,4,24,1
1.0199999999999998,4,25,1
1.0199999999999998,4,26,1
1.0199999999999998,4,27,-1
1.0199999999999998,4,28,-1
1.0199999999999998,4,29,-1
1.0199999999999998,4,30,1
1.0199999999999998,4,31,-1
1.0199999999999998,4,32,1
1.0199999999999998,4,33,1
1.0199999999999998,4,34,1
1.0199999999999998,4,35,-1
1.0199999999999998,4,36,-1
1.0199999999999998,4,37,-1
1.0199999999999998,4,38,1
1.0199999999999998,4,39,1
1.0199999999999998,4,40,1
1.0199999999999998,4,41,1
1.0199999999999998,4,42,1
1.0199999999999998,4,43,-1
1.0199999999999998,4,44,1
1.0199999999999998,4,45,1
1.0199999999999998,4,46,1
1.0199999999999998,4,47,1
1.0199999999999998,4,48,-1
1.0199999999999998,4,49,-1
1.0199999999999998,5,0,-1
1.0199999999999998,5,1,-1
1.0199999999999998,5,2,-1
1.0199999999999998,5,3,-1
1.0199999999999998,5,4,1
1.0199999999999998,5,5,1
1.0199999999999998,5,6,1
1.0199999999999998,5,7,1
1.0199999999999998,5,8,1
1.0199999999999998,5,9,-1
1.0199999999999998,5,10,-1
1.0199999999999998,5,11,-1
1.0199999999999998,5,12,-1
1.0199999999999998,5,13,-1
1.0199999999999998,5,14,1
1.0199999999999998,5,15,1
1.0199999999999998,5,16,1
1.0199999999999998,5,17,-1
1.0199999999999998,5,18,1
1.0199999999999998,5,19,1
1.0199999999999998,5,20,-1
1.0199999999999998,5,21,1
1.0199999999999998,5,22,1
1.0199999999999998,5,23,1
1.0199999999999998,5,24,1
1.0199999999999998,5,25,1
1.0199999999999998,5,26,1
1.0199999999999998,5,27,1
1.0199999999999998,5,28,-1
1.0199999999999998,5,29,1
1.0199999999999998,5,30,-1
1.0199999999999998,5,31,1
1.0199999999999998,5,32,1
1.0199999999999998,5,33,1
1.0199999999999998,5,34,1
1.0199999999999998,5,35,-1
1.0199999999999998,5,36,1
1.0199999999999998,5,37,1
1.0199999999999998,5,38,1
1.0199999999999998,5,39,1
1.0199999999999998,5,40,-1
1.0199999999999998,5,41,1
1.0199999999999998,5,42,1
1.0199999999999998,5,43,-1
1.0199999999999998,5,44,-1
1.0199999999999998,5,45,-1
1.0199999999999998,5,46,-1
1.0199999999999998,5,47,-1
1.0199999999999998,5,48,-1
1.0199999999999998,5,49,1
1.0199999999999998,6,0,1
1.0199999999999998,6,1,1
1.0199999999999998,6,2,1
1.0199999999999998,6,3,1
1.0199999999999998,6,4,1
1.0199999999999998,6,5,1
1.0199999999999998,6,6,1
1.0199999999999998,6,7,1
1.0199999999999998,6,8,1
1.0199999999999998,6,9,-1
1.0199999999999998,6,10,-1
1.0199999999999998,6,11,-1
1.0199999999999998,6,12,1
1.0199999999999998,6,13,-1
1.0199999999999998,6,14,-1
1.0199999999999998,6,15,-1
1.0199999999999998,6,16,1
1.0199999999999998,6,17,-1
1.0199999999999998,6,18,-1
1.0199999999999998,6,19,1
1.0199999999999998,6,20,1
1.0199999999999998,6,21,-1
1.0199999999999998,6,22,1
1.0199999999999998,6,23,-1
1.0199999999999998,6,24,1
1.0199999999999998,6,25,1
1.0199999999999998,6,26,1
1.0199999999999998,6,27,-1
1.0199999999999998,6,28,1
1.0199999999999998,6,29,-1
1.0199999999999998,6,30,1
1.0199999999999998,6,31,-1
1.0199999999999998,6,32,-1
1.0199999999999998,6,33,-1
1.0199999999999998,6,34,-1
1.0199999999999998,6,35,1
1.0199999999999998,6,36,1
1.0199999999999998,6,37,-1
1.0199999999999998,6,38,1
1.0199999999999998,6,39,-1
1.0199999999999998,6,40,-1
1.0199999999999998,6,41,-1
1.0199999999999998,6,42,-1
1.0199999999999998,6,43,-1
1.0199999999999998,6,44,-1
1.0199999999999998,6,45,-1
1.0199999999999998,6,46,1
1.0199999999999998,6,47,1
1.0199999999999998,6,48,1
1.0199999999999998,6,49,-1
1.0199999999999998,7,0,-1
1.0199999999999998,7,1,1
1.0199999999999998,7,2,-1
1.0199999999999998,7,3,1
1.0199999999999998,7,4,1
1.0199999999999998,7,5,1
1.0199999999999998,7,6,-1
1.0199999999999998,7,7,1
1.0199999999999998,7,8,-1
1.0199999999999998,7,9,-1
1.0199999999999998,7,10,-1
1.0199999999999998,7,11,1
1.0199999999999998,7,12,-1
1.0199999999999998,7,13,-1
1.0199999999999998,7,14,-1
1.0199999999999998,7,15,1
1.0199999999999998,7,16,-1
1.0199999999999998,7,17,-1
1.0199999999999998,7,18,-1
1.0199999999999998,7,19,1
1.0199999999999998,7,20,1
1.0199999999999998,7,21,1
1.0199999999999998,7,22,1
1.0199999999999998,7,23,1
1.0199999999999998,7,24,-1
1.0199999999999998,7,25,-1
1.0199999999999998,7,26,-1
1.0199999999999998,7,27,1
1.0199999999999998,7,28,1
1.0199999999999998,7,29,-1
1.0199999999999998,7,30,1
1.0199999999999998,7,31,-1
1.0199999999999998,7,32,-1
1.0199999999999998,7,33,-1
1.0199999999999998,7,34,-1
1.0199999999999998,7,35,1
1.0199999999999998,7,36,-1
1.0199999999999998,7,37,-1
1.0199999999999998,7,38,1
1.0199999999999998,7,39,1
1.0199999999999998,7,40,-1
1.0199999999999998,7,41,-1
1.0199999999999998,7,42,-1
1.0199999999999998,7,43,-1
1.0199999999999998,7,44,1
1.0199999999999998,7,45,-1
1.0199999999999998,7,46,-1
1.0199999999999998,7,47,1
1.0199999999999998,7,48,1
1.0199999999999998,7,49,1
1.0199999999999998,8,0,1
1.0199999999999998,8,1,1
1.0199999999999998,8,2,1
1.0199999999999998,8,3,-1
1.0199999999999998,8,4,-1
1.0199999999999998,8,5,1
1.0199999999999998,8,6,1
1.0199999999999998,8,7,1
1.0199999999999998,8,8,1
1.0199999999999998,8,9,-1
1.0199999999999998,8,10,1
1.0199999999999998,8,11,1
1.0199999999999998,8,12,1
1.0199999999999998,8,13,-1
1.0199999999999998,8,14,-1
1.0199999999999998,8,15,1
1.0199999999999998,8,16,1
1.0199999999999998,8,17,-1
1.0199999999999998,8,18,1
1.0199999999999998,8,19,1
1.0199999999999998,8,20,-1
1.0199999999999998,8,21,-1
1.0199999999999998,8,22,-1
1.0199999999999998,8,23,-1
1.0199999999999998,8,24,-1
1.0199999999999998,8,25,-1
1.0199999999999998,8,26,-1
1.0199999999999998,8,27,1
1.0199999999999998,8,28,-1
1.0199999999999998,8,29,-1
1.0199999999999998,8,30,-1
1.0199999999999998,8,31,-1
1.0199999999999998,8,32,-1
1.0199999999999998,8,33,-1
1.0199999999999998,8,34,-1
1.0199999999999998,8,35,-1
1.0199999999999998,8,36,-1
1.0199999999999998,8,37,1
1.0199999999999998,8,38,1
1.0199999999999998,8,39,1
1.0199999999999998,8,40,-1
1.0199999999999998,8,41,-1
1.0199999999999998,8,42,-1
1.0199999999999998,8,43,-1
1.0199999999999998,8,44,-1
1.0199999999999998,8,45,1
1.0199999999999998,8,46,-1
1.0199999999999998,8,47,1
1.0199999999999998,8,48,1
1.0199999999999998,8,49,-1
1.0199999999999998,9,0,1
1.0199999999999998,9,1,1
1.0199999999999998,9,2,1
1.0199999999999998,9,3,-1
1.0199999999999998,9,4,-1
1.0199999999999998,9,5,-1
1.0199999999999998,9,6,-1
1.0199999999999998,9,7,1
1.0199999999999998,9,8,-1
1.0199999999999998,9,9,-1
1.0199999999999998,9,10,1
1.0199999999999998,9,11,1
1.0199999999999998,9,12,1
1.0199999999999998,9,13,-1
1.0199999999999998,9,14,-1
1.0199999999999998,9,15,1
1.0199999999999998,9,16,-1
1.0199999999999998,9,17,-1
1.0199999999999998,9,18,1
1.0199999999999998,9,19,1
1.0199999999999998,9,20,1
1.0199999999999998,9,21,1
1.0199999999999998,9,22,-1
1.0199999999999998,9,23,-1
1.0199999999999998,9,24,-1
1.0199999999999998,9,25,-1
1.0199999999999998,9,26,-1
1.0199999999999998,9,27,1
1.0199999999999998,9,28,1
1.0199999999999998,9,29,-1
1.0199999999999998,9,30,-1
1.0199999999999998,9,31,-1
1.0199999999999998,9,32,1
1.0199999999999998,9,33,-1
1.0199999999999998,9,34,-1
1.0199999999999998,9,35,-1
1.0199999999999998,9,36,-1
1.0199999999999998,9,37,-1
1.0199999999999998,9,38,1
1.0199999999999998,9,39,1
1.0199999999999998,9,40,-1
1.0199999999999998,9,41,-1
1.0199999999999998,9,42,-1
1.0199999999999998,9,43,-1
1.0199999999999998,9,44,-1
1.0199999999999998,9,45,1
1.0199999999999998,9,46,1
1.0199999999999998,9,47,1
1.0199999999999998,9,48,1
1.0199999999999998,9,49,1
1.0199999999999998,10,0,1
1.0199999999999998,10,1,-1
1.0199999999999998,10,2,-1
1.0199999999999998,10,3,-1
1.0199999999999998,10,4,1
1.0199999999999998,10,5,1
1.0199999999999998,10,6,1
1.0199999999999998,10,7,1
1.0199999999999998,10,8,1
1.0199999999999998,10,9,-1
1.0199999999999998,10,10,-1
1.0199999999999998,10,11,-1
1.0199999999999998,10,12,1
1.0199999999999998,10,13,1
1.0199999999999998,10,14,1
1.0199999999999998,10,15,-1
1.0199999999999998,10,16,-1
1.0199999999999998,10,17,-1
1.0199999999999998,10,18,-1
1.0199999999999998,10,19,1
1.0199999999999998,10,20,1
1.0199999999999998,10,21,-1
1.0199999999999998,10,22,-1
1.0199999999999998,10,23,-1
1.0199999999999998,10,24,1
1.0199999999999998,10,25,1
1.0199999999999998,10,26,1
1.0199999999999998,10,27,1
1.0199999999999998,10,28,1
1.0199999999999998,10,29,-1
1.0199999999999998,10,30,1
1.0199999999999998,10,31,-1
1.0199999999999998,10,32,1
1.0199999999999998,10,33,1
1.0199999999999998,10,34,-1
1.0199999999999998,10,35,-1
1.0199999999999998,10,36,1
1.0199999999999998,10,37,1
1.0199999999999998,10,38,1
1.0199999999999998,10,39,-1
1.0199999999999998,10,40,-1
1.0199999999999998,10,41,1
1.0199999999999998,10,42,-1
1.0199999999999998,10,43,-1
1.0199999999999998,10,44,-1
1.0199999999999998,10,45,-1
1.0199999999999998,10,46,1
1.0199999999999998,10,47,1
1.0199999999999998,10,48,-1
1.0199999999999998,10,49,-1
1.0199999999999998,11,0,-1
1.0199999999999998,11,1,-1
1.0199999999999998,11,2,1
1.0199999999999998,11,3,1
1.0199999999999998,11,4,-1
1.0199999999999998,11,5,-1
1.0199999999999998,11,6,1
1.0199999999999998,11,7,1
1.0199999999999998,11,8,-1
1.0199999999999998,11,9,1
1.0199999999999998,11,10,-1
1.0199999999999998,11,11,1
1.0199999999999998,11,12,1
1.0199999999999998,11,13,1
1.0199999999999998,11,14,1
1.0199999999999998,11,15,1
1.0199999999999998,11,16,-1
1.0199999999999998,11,17,1
1.0199999999999998,11,18,-1
1.0199999999999998,11,19,-1
1.0199999999999998,11,20,-1
1.0199999999999998,11,21,1
1.0199999999999998,11,22,1
1.0199999999999998,11,23,1
1.0199999999999998,11,24,1
1.0199999999999998,11,25,1
1.0199999999999998,11,26,-1
1.0199999999999998,11,27,1
1.0199999999999998,11,28,1
1.0199999999999998,11,29,1
1.0199999999999998,11,30,1
1.0199999999999998,11,31,1
1.0199999999999998,11,32,1
1.0199999999999998,11,33,1
1.0199999999999998,11,34,-1
1.0199999999999998,11,35,1
1.0199999999999998,11,36,1
1.0199999999999998,11,37,1
1.0199999999999998,11,38,-1
1.0199999999999998,11,39,1
1.0199999999999998,11,40,-1
1.0199999999999998,11,41,1
1.0199999999999998,11,42,-1
1.0199999999999998,11,43,1
1.0199999999999998,11,44,1
1.0199999999999998,11,45,-1
1.0199999999999998,11,46,1
1.0199999999999998,11,47,1
1.0199999999999998,11,48,-1
1.0199999999999998,11,49,1
1.0199999999999998,12,0,-1
1.0199999999999998,12,1,-1
1.0199999999999998,12,2,1
1.0199999999999998,12,3,-1
1.0199999999999998,12,4,-1
1.0199999999999998,12,5,-1
1.0199999999999998,12,6,1
1.0199999999999998,12,7,-1
1.0199999999999998,12,8,-1
1.0199999999999998,12,9,-1
1.0199999999999998,12,10,-1
1.0199999999999998,12,11,-1
1.0199999999999998,12,12,1
1.0199999999999998,12,13,1
1.0199999999999998,12,14,1
1.0199999999999998,12,15,1
1.0199999999999998,12,16,-1
1.0199999999999998,12,17,1
1.0199999999999998,12,18,-1
1.0199999999999998,12,19,-1
1.0199999999999998,12,20,-1
1.0199999999999998,12,21,-1
1.0199999999999998,12,22,1
1.0199999999999998,12,23,-1
1.0199999999999998,12,24,-1
1.0199999999999998,12,25,-1
1.0199999999999998,12,26,1
1.0199999999999998,12,27,1
1.0199999999999998,12,28,1
1.0199999999999998,12,29,1
1.0199999999999998,12,30,1
1.0199999999999998,12,31,1
1.0199999999999998,12,32,1
1.0199999999999998,12,33,-1
1.0199999999999998,12,34,-1
1.0199999999999998,12,35,-1
1.0199999999999998,12,36,1
1.0199999999999998,12,37,1
1.0199999999999998,12,38,1
1.0199999999999998,12,39,-1
1.0199999999999998,12,40,1
1.0199999999999998,12,41,1
1.0199999999999998,12,42,-1
1.0199999999999998,12,43,1
1.0199999999999998,12,44,-1
1.0199999999999998,12,45,-1
1.0199999999999998,12,46,-1
1.0199999999999998,12,47,-1
1.0199999999999998,12,48,-1
1.0199999999999998,12,49,-1
1.0199999999999998,13,0,-1
1.0199999999999998,13,1,-1
1.0199999999999998,13,2,-1
1.0199999999999998,13,3,-1
1.0199999999999998,13,4,-1
1.0199999999999998,13,5,-1
1.0199999999999998,13,6,1
1.0199999999999998,13,7,1
1.0199999999999998,13,8,-1
1.0199999999999998,13,9,-1
1.0199999999999998,13,10,-1
1.0199999999999998,13,11,-1
1.0199999999999998,13,12,-1
1.0199999999999998,13,13,-1
1.0199999999999998,13,14,1
1.0199999999999998,13,15,1
1.0199999999999998,13,16,-1
1.0199999999999998,13,17,1
1.0199999999999998,13,18,-1
1.0199999999999998,13,19,-1
1.0199999999999998,13,20,-1
1.0199999999999998,13,21,-1
1.0199999999999998,13,22,1
1.0199999999999998,13,23,1
1.0199999999999998,13,24,1
1.0199999999999998,13,25,-1
1.0199999999999998,13,26,-1
1.0199999999999998,13,27,-1
1.0199999999999998,13,28,-1
1.0199999999999998,13,29,-1
1.0199999999999998,13,30,-1
1.0199999999999998,13,31,1
1.0199999999999998,13,32,1
1.0199999999999998,13,33,1
1.0199999999999998,13,34,1
1.0199999999999998,13,35,1
1.0199999999999998,13,36,-1
1.0199999999999998,13,37,1
1.0199999999999998,13,38,1
1.0199999999999998,13,39,-1
1.0199999999999998,13,40,-1
1.0199999999999998,13,41,-1
1.0199999999999998,13,42,-1
1.0199999999999998,13,43,-1
1.0199999999999998,13,44,-1
1.0199999999999998,13,45,-1
1.0199999999999998,13,46,-1
1.0199999999999998,13,47,-1
1.0199999999999998,13,48,1
1.0199999999999998,13,49,1
1.0199999999999998,14,0,-1
1.0199999999999998,14,1,-1
1.0199999999999998,14,2,1
1.0199999999999998,14,3,-1
1.0199999999999998,14,4,-1
1.0199999999999998,14,5,-1
1.0199999999999998,14,6,1
1.0199999999999998,14,7,1
1.0199999999999998,14,8,1
1.0199999999999998,14,9,1
1.0199999999999998,14,10,1
1.0199999999999998,14,11,1
1.0199999999999998,14,12,1
1.0199999999999998,14,13,-1
1.0199999999999998,14,14,1
1.0199999999999998,14,15,1
1.0199999999999998,14,16,-1
1.0199999999999998,14,17,-1
1.0199999999999998,14,18,1
1.0199999999999998,14,19,-1
1.0199999999999998,14,20,-1
1.0199999999999998,14,21,1
1.0199999999999998,14,22,1
1.0199999999999998,14,23,1
1.0199999999999998,14,24,1
1.0199999999999998,14,25,1
1.0199999999999998,14,26,1
1.0199999999999998,14,27,-1
1.0199999999999998,14,28,-1
1.0199999999999998,14,29,1
1.0199999999999998,14,30,1
1.0199999999999998,14,31,1
1.0199999999999998,14,32,1
1.0199999999999998,14,33,-1
1.0199999999999998,14,34,1
1.0199999999999998,14,35,-1
1.0199999999999998,14,36,1
1.0199999999999998,14,37,-1
1.0199999999999998,14,38,1
1.0199999999999998,14,39,1
1.0199999999999998,14,40,1
1.0199999999999998,14,41,-1
1.0199999999999998,14,42,1
1.0199999999999998,14,43,1
1.0199999999999998,14,44,1
1.0199999999999998,14,45,-1
1.0199999999999998,14,46,-1
1.0199999999999998,14,47,-1
1.0199999999999998,14,48,1
1.0199999999999998,14,49,-1
1.0199999999999998,15,0,-1
1.0199999999999998,15,1,1
1.0199999999999998,15,2,1
1.0199999999999998,15,3,1
1.0199999999999998,15,4,-1
1.0199999999999998,15,5,-1
1.0199999999999998,15,6,-1
1.0199999999999998,15,7,-1
1.0199999999999998,15,8,1
1.0199999999999998,15,9,1
1.0199999999999998,15,10,-1
1.0199999999999998,15,11,-1
1.0199999999999998,15,12,-1
1.0199999999999998,15,13,-1
1.0199999999999998,15,14,1
1.0199999999999998,15,15,1
1.0199999999999998,15,16,-1
1.0199999999999998,15,17,1
1.0199999999999998,15,18,1
1.0199999999999998,15,19,-1
1.0199999999999998,15,20,-1
1.0199999999999998,15,21,-1
1.0199999999999998,15,22,-1
1.0199999999999998,15,23,1
1.0199999999999998,15,24,-1
1.0199999999999998,15,25,1
1.0199999999999998,15,26,1
1.0199999999999998,15,27,1
